cell_lat,cell_lon,n_incidents,gi_z,gi_p,hotspot_class
34.16,-118.41,1024,0.008867258943693196,0.49,Not Significant
34.16,-118.42,496,0.007947311699181387,0.39,Not Significant
34.22,-118.53,689,0.007791628319341078,0.41,Not Significant
34.23,-118.57,240,0.007508567628721923,0.32,Not Significant
34.21,-118.39,1067,0.007402419869739913,0.48,Not Significant
34.24,-118.55,568,0.007402419869739814,0.39,Not Significant
34.08,-118.22,1548,0.00677968635037799,0.44,Not Significant
34.1,-118.27,535,0.006574467349679285,0.42,Not Significant
33.96,-118.37,28,0.006468319590697176,0.33,Not Significant
33.75,-118.28,570,0.005394104269798063,0.39,Not Significant
34.15,-118.4,513,0.004706266791594008,0.41,Not Significant
33.96,-118.38,1105,0.0019379332373400642,0.5,Not Significant
34.05,-118.19,226,0.00042261500689295105,0.39,Not Significant
34.17,-118.47,1155,-0.001082324331564677,0.48,Not Significant
34.21,-118.56,465,-0.0040403085485331966,0.4,Not Significant
33.79,-118.28,1241,-0.004663042067895119,0.49,Not Significant
34.17,-118.54,1711,-0.005314081656318604,0.37,Not Significant
34.15,-118.43,1083,-0.0059934273138042395,0.46,Not Significant
34.08,-118.2,452,-0.0067647676957411544,0.41,Not Significant
34.24,-118.43,509,-0.009559992015603754,0.41,Not Significant
34.07,-118.2,758,-0.011088519744946262,0.46,Not Significant
34.14,-118.38,400,-0.0117678654024318,0.41,Not Significant
34.18,-118.52,384,-0.017117712455131023,0.46,Not Significant
34.08,-118.23,137,-0.018391485562916626,0.41,Not Significant
33.72,-118.29,948,-0.021040933627110438,0.48,Not Significant
34.17,-118.42,281,-0.02108763864106263,0.42,Not Significant
34.2,-118.52,801,-0.023316741579687213,0.48,Not Significant
34.06,-118.42,2326,-0.023401659786872687,0.29,Not Significant
34.18,-118.58,339,-0.02552461496651546,0.43,Not Significant
34.22,-118.39,1117,-0.026925765385079514,0.46,Not Significant
34.26,-118.43,903,-0.027987242974900604,0.5,Not Significant
33.94,-118.31,392,-0.028326915803643472,0.45,Not Significant
34.2,-118.49,304,-0.03189348050544299,0.42,Not Significant
34.2,-118.57,829,-0.03588463624317074,0.45,Not Significant
34.01,-118.42,565,-0.03639414548628494,0.47,Not Significant
34.04,-118.4,216,-0.03749808217969921,0.41,Not Significant
34.02,-118.43,523,-0.037667918594070544,0.46,Not Significant
34.25,-118.44,605,-0.03809250962999898,0.47,Not Significant
34.23,-118.43,509,-0.03919644632341325,0.46,Not Significant
33.99,-118.42,980,-0.03984748591183673,0.44,Not Significant
33.95,-118.37,584,-0.04082050703583965,0.5,Not Significant
34.12,-118.31,141,-0.04131940150305573,0.43,Not Significant
34.22,-118.58,590,-0.042961153508645954,0.48,Not Significant
34.22,-118.38,352,-0.044291538754555076,0.46,Not Significant
34.21,-118.42,538,-0.04661971293489656,0.48,Not Significant
34.15,-118.46,1026,-0.04734859421324039,0.39,Not Significant
33.8,-118.26,759,-0.04829330926818125,0.45,Not Significant
34.01,-118.46,105,-0.049577697151864976,0.43,Not Significant
34.01,-118.41,55,-0.052821100898541085,0.45,Not Significant
34.09,-118.25,471,-0.05533798220596171,0.47,Not Significant
34.23,-118.53,692,-0.05837380811285048,0.45,Not Significant
34.12,-118.3,289,-0.05952586512366965,0.5,Not Significant
34.27,-118.42,1280,-0.06047553374069651,0.38,Not Significant
34.17,-118.55,461,-0.060942583880218025,0.46,Not Significant
33.98,-118.45,3,-0.061954525849180916,0.42,Not Significant
33.75,-118.3,503,-0.06416239923600886,0.5,Not Significant
34.24,-118.48,384,-0.06501158130786604,0.49,Not Significant
34.02,-118.37,949,-0.0680780721229052,0.44,Not Significant
34.08,-118.39,163,-0.0680780721229052,0.47,Not Significant
33.97,-118.4,277,-0.06832339138810835,0.48,Not Significant
34.17,-118.52,1838,-0.06849322780247959,0.26,Not Significant
34.16,-118.47,754,-0.070283586670645,0.44,Not Significant
33.95,-118.32,131,-0.07142897153661393,0.47,Not Significant
33.97,-118.39,400,-0.07184042046904947,0.49,Not Significant
34.02,-118.19,254,-0.07479840468601799,0.5,Not Significant
34.25,-118.43,489,-0.07503192975577865,0.46,Not Significant
34.01,-118.45,306,-0.07718036039757697,0.48,Not Significant
33.95,-118.38,1164,-0.07727377042548116,0.31,Not Significant
34.21,-118.52,535,-0.08004210397973491,0.42,Not Significant
34.06,-118.39,435,-0.08114604067314907,0.46,Not Significant
34.07,-118.43,350,-0.08306519215554585,0.46,Not Significant
33.97,-118.38,596,-0.08325201221135432,0.42,Not Significant
34.2,-118.62,241,-0.08394834151027729,0.46,Not Significant
34.21,-118.37,815,-0.08709031517614797,0.37,Not Significant
34.21,-118.41,494,-0.0875149062120766,0.43,Not Significant
34.1,-118.26,497,-0.08785457904081936,0.39,Not Significant
34.0,-118.35,98,-0.08987374530056827,0.5,Not Significant
34.12,-118.2,784,-0.09028890098014286,0.37,Not Significant
34.15,-118.41,921,-0.09048704346357606,0.34,Not Significant
34.24,-118.56,2614,-0.09200141815838793,0.2,Not Significant
33.96,-118.41,265,-0.09218540760729009,0.49,Not Significant
34.27,-118.41,701,-0.09277983505758997,0.39,Not Significant
34.01,-118.21,59,-0.09293551843743046,0.45,Not Significant
34.15,-118.42,890,-0.09340256857695178,0.34,Not Significant
34.22,-118.56,458,-0.0948815606854362,0.43,Not Significant
34.09,-118.21,854,-0.09702574541687511,0.33,Not Significant
34.2,-118.51,625,-0.09923361880370316,0.37,Not Significant
34.19,-118.56,898,-0.10056400404961267,0.33,Not Significant
34.21,-118.61,602,-0.10071968742945298,0.39,Not Significant
34.23,-118.6,700,-0.1014414921905313,0.37,Not Significant
34.25,-118.45,710,-0.10254542888394547,0.38,Not Significant
33.77,-118.27,712,-0.1032247745414311,0.42,Not Significant
34.22,-118.4,699,-0.10322477454143121,0.37,Not Significant
34.17,-118.51,1064,-0.10509297509951648,0.3,Not Significant
34.11,-118.36,324,-0.10539018882466637,0.41,Not Significant
34.12,-118.29,148,-0.10554587220450697,0.48,Not Significant
34.26,-118.45,285,-0.1063242891037092,0.45,Not Significant
34.01,-118.43,683,-0.10636674820730199,0.37,Not Significant
34.11,-118.27,840,-0.1073857666935303,0.33,Not Significant
34.21,-118.57,675,-0.1078952759366446,0.36,Not Significant
34.18,-118.51,214,-0.10800566960598601,0.42,Not Significant
34.24,-118.58,302,-0.10834817304163498,0.44,Not Significant
34.18,-118.56,253,-0.10874445800850156,0.41,Not Significant
34.23,-118.59,845,-0.10882937621568733,0.35,Not Significant
33.8,-118.28,181,-0.10928227332067772,0.46,Not Significant
34.11,-118.19,1127,-0.11021637359972046,0.28,Not Significant
34.05,-118.41,112,-0.11078249498095838,0.44,Not Significant
34.18,-118.48,227,-0.11156562955833768,0.47,Not Significant
33.77,-118.26,371,-0.11188643167437244,0.45,Not Significant
34.27,-118.43,1016,-0.11286299105700806,0.34,Not Significant
34.11,-118.21,408,-0.11630217844802893,0.36,Not Significant
34.26,-118.41,435,-0.11732119693425734,0.39,Not Significant
34.22,-118.57,676,-0.1176608697630002,0.35,Not Significant
34.14,-118.39,646,-0.11776701752198242,0.32,Not Significant
34.23,-118.58,487,-0.11807838428166323,0.38,Not Significant
34.22,-118.37,1153,-0.11952907032108558,0.28,Not Significant
34.2,-118.36,67,-0.1196611653100411,0.48,Not Significant
34.19,-118.49,561,-0.11968192309401977,0.34,Not Significant
33.98,-118.44,708,-0.1197909014599082,0.35,Not Significant
33.98,-118.43,278,-0.12292579860851356,0.4,Not Significant
33.78,-118.25,808,-0.1234494608861588,0.36,Not Significant
34.25,-118.47,615,-0.12581301765282743,0.35,Not Significant
34.09,-118.2,307,-0.12671881186280812,0.34,Not Significant
33.98,-118.35,110,-0.12787531697019427,0.46,Not Significant
34.09,-118.22,813,-0.1285870124208937,0.28,Not Significant
33.71,-118.29,723,-0.1287426958007341,0.35,Not Significant
33.74,-118.31,415,-0.1298041733905553,0.4,Not Significant
33.98,-118.42,855,-0.13084442142858013,0.31,Not Significant
34.01,-118.44,391,-0.13100010480842053,0.34,Not Significant
34.25,-118.42,1141,-0.13252155602049784,0.27,Not Significant
34.14,-118.36,832,-0.13294614705642638,0.29,Not Significant
34.19,-118.57,472,-0.1331159834707977,0.35,Not Significant
34.11,-118.26,590,-0.13515402044325442,0.33,Not Significant
34.0,-118.42,622,-0.13532385685762574,0.3,Not Significant
34.17,-118.48,62,-0.13546821780984153,0.42,Not Significant
34.28,-118.42,681,-0.13863566693786816,0.36,Not Significant
33.72,-118.28,207,-0.14107281948409767,0.4,Not Significant
34.23,-118.49,508,-0.1413530495678105,0.35,Not Significant
34.12,-118.19,785,-0.14213146646701275,0.27,Not Significant
33.72,-118.3,743,-0.14228714984685326,0.35,Not Significant
34.24,-118.57,284,-0.14262682267559593,0.37,Not Significant
34.22,-118.41,353,-0.14262682267559612,0.36,Not Significant
33.98,-118.38,394,-0.14310448759101566,0.37,Not Significant
34.1,-118.2,486,-0.14314340843597573,0.29,Not Significant
33.76,-118.29,647,-0.14339108654026722,0.34,Not Significant
34.2,-118.5,517,-0.14687980955214658,0.31,Not Significant
34.11,-118.2,1257,-0.14711333462190734,0.23,Not Significant
34.22,-118.52,823,-0.14772191510673804,0.28,Not Significant
34.22,-118.49,222,-0.14814650614266658,0.36,Not Significant
34.21,-118.51,562,-0.1500996249079377,0.32,Not Significant
33.94,-118.38,47,-0.15186167770704098,0.43,Not Significant
34.06,-118.19,386,-0.1529868439522514,0.32,Not Significant
34.11,-118.22,118,-0.1530293030558444,0.34,Not Significant
34.12,-118.35,164,-0.1540058624384799,0.33,Not Significant
34.25,-118.48,326,-0.1574195743673451,0.35,Not Significant
34.21,-118.49,370,-0.15799701817620784,0.32,Not Significant
34.22,-118.42,336,-0.1583225379704197,0.34,Not Significant
34.11,-118.23,374,-0.16003505514866445,0.32,Not Significant
34.26,-118.44,606,-0.16026858021842533,0.32,Not Significant
34.1,-118.19,194,-0.16089131373778714,0.31,Not Significant
34.19,-118.51,498,-0.1669134299307064,0.29,Not Significant
34.11,-118.18,623,-0.17056491283969147,0.27,Not Significant
34.07,-118.19,392,-0.17141409491154855,0.29,Not Significant
34.19,-118.63,1361,-0.17226327698340552,0.21,Not Significant
33.79,-118.25,815,-0.17350166750486354,0.27,Not Significant
33.8,-118.29,186,-0.17456550393377337,0.41,Not Significant
34.28,-118.41,1140,-0.17659410554987623,0.19,Not Significant
34.23,-118.39,461,-0.17684886017143334,0.3,Not Significant
34.25,-118.55,152,-0.1769337783786189,0.35,Not Significant
33.97,-118.37,326,-0.17757538261068864,0.34,Not Significant
34.09,-118.19,569,-0.17778296045047598,0.24,Not Significant
34.17,-118.58,746,-0.17879490241943896,0.25,Not Significant
34.27,-118.4,468,-0.17965116100856135,0.29,Not Significant
34.11,-118.25,728,-0.1797290026984815,0.23,Not Significant
33.98,-118.39,346,-0.18021162117598696,0.32,Not Significant
34.24,-118.53,356,-0.1813636781868062,0.31,Not Significant
34.22,-118.61,358,-0.1820642533960884,0.3,Not Significant
34.09,-118.38,247,-0.18228362543131812,0.28,Not Significant
34.06,-118.41,103,-0.18362108719449285,0.38,Not Significant
34.16,-118.52,606,-0.1862747811690459,0.25,Not Significant
34.14,-118.44,134,-0.18696827986106254,0.28,Not Significant
34.09,-118.23,1003,-0.18729379965527448,0.22,Not Significant
34.16,-118.53,398,-0.18751317169050422,0.27,Not Significant
34.02,-118.45,123,-0.18843170363156272,0.34,Not Significant
34.23,-118.4,835,-0.18873740917743131,0.24,Not Significant
34.15,-118.47,543,-0.190548997597393,0.24,Not Significant
34.1,-118.24,457,-0.1908603643570738,0.26,Not Significant
34.1,-118.22,229,-0.19093820604699405,0.27,Not Significant
34.24,-118.6,426,-0.19120003718581666,0.28,Not Significant
34.06,-118.4,313,-0.1916777021012362,0.37,Not Significant
34.22,-118.51,451,-0.19315315595108762,0.28,Not Significant
34.12,-118.21,474,-0.19349282877983048,0.25,Not Significant
34.1,-118.23,663,-0.1937475834013876,0.25,Not Significant
34.24,-118.59,451,-0.19841808479660117,0.28,Not Significant
34.17,-118.5,375,-0.19892759403971516,0.26,Not Significant
34.26,-118.47,1045,-0.20269230122494808,0.19,Not Significant
33.99,-118.41,831,-0.20328389806834174,0.23,Not Significant
33.98,-118.4,395,-0.2035641281520545,0.29,Not Significant
34.08,-118.19,438,-0.20471618516287396,0.22,Not Significant
34.24,-118.42,508,-0.20549460206207618,0.28,Not Significant
34.26,-118.46,398,-0.20682498730798551,0.27,Not Significant
34.25,-118.41,687,-0.20776757940774676,0.25,Not Significant
34.1,-118.25,534,-0.20790769444960314,0.22,Not Significant
34.26,-118.48,532,-0.20843843324451367,0.24,Not Significant
34.23,-118.38,203,-0.2091177789019993,0.28,Not Significant
34.25,-118.59,831,-0.20944895991002357,0.24,Not Significant
33.91,-118.29,505,-0.21034302731996435,0.34,Not Significant
33.79,-118.29,968,-0.2114954887031989,0.2,Not Significant
34.18,-118.63,128,-0.2120644406913432,0.28,Not Significant
34.1,-118.18,399,-0.21234467077505606,0.25,Not Significant
34.12,-118.28,130,-0.21684533575589812,0.27,Not Significant
33.99,-118.4,107,-0.21713193470514988,0.33,Not Significant
34.1,-118.21,563,-0.21752468141338366,0.23,Not Significant
34.14,-118.4,690,-0.2179492724493122,0.23,Not Significant
34.09,-118.24,236,-0.21845878169242638,0.24,Not Significant
34.14,-118.41,559,-0.21854369989961206,0.24,Not Significant
34.24,-118.41,451,-0.21905320914272625,0.23,Not Significant
34.26,-118.49,389,-0.2197325548002119,0.24,Not Significant
34.26,-118.51,331,-0.219987309421769,0.26,Not Significant
34.05,-118.4,379,-0.22007222762895468,0.25,Not Significant
34.06,-118.47,594,-0.2204402065267595,0.24,Not Significant
34.25,-118.6,520,-0.2229934139561428,0.25,Not Significant
34.17,-118.56,488,-0.22549991637157413,0.21,Not Significant
33.95,-118.42,18,-0.22620049158085612,0.29,Not Significant
33.77,-118.28,279,-0.2272124335498191,0.25,Not Significant
34.11,-118.24,665,-0.22737519344692492,0.22,Not Significant
34.12,-118.25,264,-0.22754502986129627,0.25,Not Significant
34.22,-118.5,630,-0.2283800588986224,0.22,Not Significant
34.01,-118.2,66,-0.22993689269702686,0.44,Not Significant
34.23,-118.42,342,-0.23017041776678762,0.24,Not Significant
33.97,-118.41,267,-0.23043224890561004,0.26,Not Significant
33.98,-118.41,806,-0.23280995870680962,0.19,Not Significant
34.16,-118.51,366,-0.23382897719303813,0.23,Not Significant
34.19,-118.5,662,-0.234423404643338,0.2,Not Significant
34.12,-118.24,657,-0.23485648749998506,0.21,Not Significant
34.13,-118.21,280,-0.2356037677232193,0.24,Not Significant
34.08,-118.18,585,-0.23578209595830926,0.22,Not Significant
34.25,-118.56,155,-0.23586701416549494,0.26,Not Significant
34.07,-118.44,141,-0.23756537830920899,0.25,Not Significant
34.31,-118.45,276,-0.2380324284487303,0.23,Not Significant
33.91,-118.28,200,-0.23861624112313204,0.31,Not Significant
33.79,-118.3,1489,-0.2387542332098087,0.15,Not Significant
34.26,-118.52,630,-0.2390939060385515,0.2,Not Significant
34.24,-118.49,521,-0.23951849707448,0.2,Not Significant
34.21,-118.5,380,-0.23990062900681577,0.23,Not Significant
34.25,-118.53,197,-0.23994308811040865,0.23,Not Significant
33.79,-118.31,294,-0.24083472928585842,0.28,Not Significant
34.13,-118.37,161,-0.24096210659663694,0.24,Not Significant
33.77,-118.25,44,-0.24102154934166686,0.28,Not Significant
33.94,-118.41,798,-0.24223587970442245,0.19,Not Significant
33.99,-118.35,366,-0.24298315992765662,0.24,Not Significant
34.18,-118.57,183,-0.2431699799834651,0.25,Not Significant
34.12,-118.18,952,-0.24452867129843628,0.19,Not Significant
34.07,-118.42,15,-0.2446878929369096,0.35,Not Significant
34.23,-118.52,169,-0.24478342591999339,0.25,Not Significant
34.25,-118.57,177,-0.2467195610438274,0.25,Not Significant
33.76,-118.28,56,-0.24690638109963595,0.27,Not Significant
33.73,-118.31,319,-0.2476847979988382,0.21,Not Significant
34.31,-118.46,408,-0.2483075315182,0.21,Not Significant
34.23,-118.51,536,-0.2514919642876638,0.2,Not Significant
33.98,-118.36,71,-0.2518437682888615,0.34,Not Significant
34.11,-118.17,16,-0.2525109827738923,0.31,Not Significant
33.96,-118.42,836,-0.2525888244638124,0.17,Not Significant
34.0,-118.41,523,-0.2527445078436528,0.25,Not Significant
34.27,-118.44,349,-0.2543013416420575,0.19,Not Significant
34.25,-118.49,300,-0.25783535436443566,0.24,Not Significant
33.71,-118.3,107,-0.2581155844481484,0.29,Not Significant
33.98,-118.37,1547,-0.26038411369725195,0.09,Not Significant
33.78,-118.29,24,-0.2615123127355764,0.25,Not Significant
33.97,-118.43,514,-0.2622765766002477,0.19,Not Significant
34.3,-118.44,365,-0.2623614948074334,0.19,Not Significant
34.14,-118.46,138,-0.2627011676361763,0.24,Not Significant
34.09,-118.18,562,-0.2651637956445616,0.2,Not Significant
34.28,-118.4,534,-0.2657752067362985,0.18,Not Significant
34.26,-118.5,1092,-0.26644464526961253,0.14,Not Significant
34.17,-118.62,712,-0.2668621597882755,0.19,Not Significant
34.12,-118.22,595,-0.26769011230833617,0.18,Not Significant
34.25,-118.4,224,-0.2683906875176182,0.23,Not Significant
34.12,-118.26,630,-0.2696050178803737,0.17,Not Significant
34.14,-118.45,132,-0.27072593821522495,0.18,Not Significant
34.27,-118.51,541,-0.27076839731881774,0.18,Not Significant
33.8,-118.25,33,-0.27084270075010525,0.28,Not Significant
34.31,-118.44,1090,-0.27158219680434736,0.13,Not Significant
34.21,-118.36,349,-0.2720421704266033,0.19,Not Significant
33.71,-118.28,12,-0.2730611889128316,0.33,Not Significant
34.12,-118.23,891,-0.2759484079571454,0.13,Not Significant
33.8,-118.3,587,-0.27689100005690676,0.19,Not Significant
33.97,-118.42,394,-0.2772646401685238,0.17,Not Significant
34.23,-118.37,889,-0.27807136313678793,0.14,Not Significant
34.23,-118.41,146,-0.27892054520864495,0.19,Not Significant
34.24,-118.5,309,-0.2797555742459711,0.2,Not Significant
34.24,-118.4,355,-0.2802792365236162,0.18,Not Significant
34.12,-118.27,463,-0.2813831732170303,0.19,Not Significant
34.13,-118.36,349,-0.2815459331141362,0.18,Not Significant
34.07,-118.45,576,-0.28189268246014454,0.19,Not Significant
34.26,-118.59,494,-0.28401563763978693,0.16,Not Significant
34.3,-118.43,228,-0.2851110825124825,0.19,Not Significant
34.29,-118.42,250,-0.285119574333201,0.19,Not Significant
34.27,-118.5,520,-0.2860607511295093,0.16,Not Significant
34.28,-118.43,264,-0.2865122329310466,0.18,Not Significant
34.31,-118.43,925,-0.2869877748912865,0.14,Not Significant
34.23,-118.61,375,-0.28862952689687676,0.17,Not Significant
34.04,-118.48,11,-0.2887852102767171,0.35,Not Significant
34.29,-118.41,259,-0.2904354541030259,0.18,Not Significant
34.13,-118.22,420,-0.29072417600745737,0.19,Not Significant
34.25,-118.51,356,-0.2909959142704515,0.18,Not Significant
34.14,-118.42,180,-0.2911983026642442,0.18,Not Significant
34.17,-118.49,11,-0.2919300145494943,0.2,Not Significant
34.13,-118.23,347,-0.2941303396512393,0.2,Not Significant
34.25,-118.54,560,-0.29575982569356934,0.14,Not Significant
34.25,-118.5,285,-0.29692320513201337,0.17,Not Significant
34.07,-118.18,415,-0.29753461622375044,0.15,Not Significant
34.3,-118.45,685,-0.30015009700507006,0.14,Not Significant
34.16,-118.48,667,-0.30397141632842656,0.14,Not Significant
34.14,-118.43,169,-0.30524518943621204,0.19,Not Significant
34.26,-118.4,694,-0.30813240848052587,0.14,Not Significant
34.08,-118.16,144,-0.30855699951645427,0.32,Not Significant
34.18,-118.5,192,-0.31061202013034833,0.17,Not Significant
33.74,-118.27,17,-0.31104793359390165,0.22,Not Significant
34.16,-118.61,252,-0.3122934006326252,0.17,Not Significant
34.17,-118.63,224,-0.3125481552541823,0.18,Not Significant
34.27,-118.49,308,-0.31339733732603925,0.16,Not Significant
34.08,-118.17,629,-0.3142465193978963,0.13,Not Significant
34.2,-118.63,287,-0.3144163558122677,0.17,Not Significant
34.22,-118.36,418,-0.3154849099193545,0.13,Not Significant
34.16,-118.6,321,-0.3174734112709529,0.15,Not Significant
34.27,-118.45,357,-0.31813152737664213,0.15,Not Significant
34.23,-118.5,590,-0.31890994427584435,0.09,Not Significant
33.96,-118.44,621,-0.32087013955838095,0.13,Not Significant
34.25,-118.52,657,-0.3215409933951479,0.12,Not Significant
34.32,-118.44,410,-0.3224835854949092,0.16,Not Significant
34.13,-118.2,302,-0.3228798704617759,0.14,Not Significant
34.13,-118.38,159,-0.3237573586026947,0.15,Not Significant
34.24,-118.52,339,-0.32452162246736604,0.15,Not Significant
34.14,-118.21,517,-0.3245534667950607,0.21,Not Significant
34.32,-118.43,525,-0.3258378546787444,0.13,Not Significant
33.8,-118.31,205,-0.3260713797485051,0.21,Not Significant
34.26,-118.6,842,-0.3261350684038943,0.11,Not Significant
33.83,-118.3,462,-0.3265717906122779,0.17,Not Significant
33.78,-118.3,265,-0.3267294958541942,0.16,Not Significant
33.96,-118.43,933,-0.32740884151167987,0.08,Not Significant
34.27,-118.52,342,-0.3277485143404227,0.15,Not Significant
34.27,-118.48,359,-0.32825802358353684,0.15,Not Significant
34.06,-118.18,231,-0.3283806832161384,0.2,Not Significant
33.83,-118.31,362,-0.3297744201404243,0.18,Not Significant
34.27,-118.46,311,-0.33055081517755075,0.15,Not Significant
34.16,-118.5,407,-0.33222087325220284,0.12,Not Significant
34.29,-118.4,138,-0.3322208732522029,0.19,Not Significant
34.16,-118.54,119,-0.3332681978074931,0.15,Not Significant
34.13,-118.24,21,-0.3335108212565951,0.27,Not Significant
34.14,-118.35,1,-0.33564590760869273,0.2,Not Significant
33.97,-118.44,11,-0.33665784957765577,0.15,Not Significant
34.16,-118.59,284,-0.3370045989236639,0.13,Not Significant
33.89,-118.29,576,-0.337380665269772,0.14,Not Significant
34.25,-118.58,589,-0.3379386992027067,0.12,Not Significant
34.3,-118.46,597,-0.33861804486019226,0.13,Not Significant
34.09,-118.17,759,-0.338702963067378,0.09,Not Significant
34.26,-118.56,117,-0.339537992104704,0.15,Not Significant
34.26,-118.53,718,-0.34093914252326807,0.08,Not Significant
33.93,-118.4,50,-0.34109482590310847,0.26,Not Significant
33.93,-118.41,53,-0.34171755942247023,0.25,Not Significant
33.9,-118.29,503,-0.3429852669440283,0.14,Not Significant
34.0,-118.4,163,-0.3435857599805556,0.23,Not Significant
34.27,-118.47,460,-0.344364176879758,0.09,Not Significant
33.82,-118.3,655,-0.3445198602595983,0.13,Not Significant
33.82,-118.31,442,-0.3445198602595983,0.15,Not Significant
33.75,-118.31,437,-0.345505854998588,0.13,Not Significant
34.15,-118.35,247,-0.3462323774378434,0.17,Not Significant
34.28,-118.44,97,-0.34660035633564806,0.15,Not Significant
33.73,-118.27,15,-0.3476854223163543,0.17,Not Significant
34.17,-118.35,14,-0.3489101315710992,0.29,Not Significant
34.24,-118.51,202,-0.3511010213164902,0.14,Not Significant
33.81,-118.31,175,-0.3515256123524186,0.18,Not Significant
34.32,-118.45,332,-0.35273994271517417,0.13,Not Significant
33.84,-118.3,298,-0.35316028784074344,0.17,Not Significant
34.3,-118.42,410,-0.35507519341278093,0.13,Not Significant
33.97,-118.46,423,-0.3555288992626016,0.14,Not Significant
34.13,-118.19,406,-0.357130214026675,0.07,Not Significant
34.14,-118.22,834,-0.358531364445239,0.09,Not Significant
33.72,-118.31,261,-0.3590918246126646,0.09,Not Significant
34.1,-118.37,556,-0.3596777602422459,0.08,Not Significant
34.17,-118.57,618,-0.36044202410691717,0.09,Not Significant
34.26,-118.58,378,-0.36164503204204795,0.09,Not Significant
33.81,-118.3,199,-0.3619174779567688,0.17,Not Significant
34.01,-118.37,12,-0.362734815700931,0.25,Not Significant
34.26,-118.54,276,-0.36579187115961637,0.11,Not Significant
34.05,-118.48,448,-0.36731190706824035,0.12,Not Significant
34.09,-118.16,424,-0.3678723672356659,0.16,Not Significant
34.31,-118.42,240,-0.367872367235666,0.09,Not Significant
33.94,-118.37,186,-0.36967384634524825,0.14,Not Significant
33.97,-118.45,14,-0.37459788924477344,0.13,Not Significant
33.89,-118.28,144,-0.3780807488566327,0.15,Not Significant
34.12,-118.17,264,-0.3811832962120245,0.15,Not Significant
34.28,-118.39,481,-0.38141682128178517,0.08,Not Significant
34.1,-118.17,77,-0.3814168212817852,0.09,Not Significant
34.16,-118.35,49,-0.38501977950094984,0.19,Not Significant
33.84,-118.31,394,-0.385286665294962,0.1,Not Significant
34.25,-118.61,438,-0.3861722408841844,0.09,Not Significant
33.76,-118.3,333,-0.38625715909137015,0.08,Not Significant
34.29,-118.46,306,-0.38685158654167,0.1,Not Significant
34.15,-118.23,3,-0.3879555232350841,0.33,Not Significant
34.19,-118.64,355,-0.38974588210324934,0.04,Cold Spot
34.07,-118.17,456,-0.39003130163295685,0.08,Not Significant
34.26,-118.29,438,-0.39041815124346946,0.09,Not Significant
33.9,-118.28,160,-0.3908912669692183,0.13,Not Significant
34.26,-118.3,519,-0.3921589744907763,0.04,Cold Spot
33.71,-118.31,30,-0.3922256959392793,0.16,Not Significant
34.16,-118.55,84,-0.39753005109527184,0.04,Cold Spot
34.23,-118.36,289,-0.39753005109527184,0.04,Cold Spot
34.13,-118.18,22,-0.39804380624874525,0.09,Not Significant
34.13,-118.26,142,-0.3988978407895843,0.15,Not Significant
34.06,-118.17,38,-0.39903128368659035,0.18,Not Significant
34.14,-118.2,379,-0.3990713165556923,0.07,Not Significant
34.25,-118.3,195,-0.3994194812051537,0.1,Not Significant
34.33,-118.44,43,-0.39974853925799825,0.16,Not Significant
34.08,-118.42,4,-0.39989124902285195,0.16,Not Significant
33.88,-118.29,601,-0.400682639537041,0.07,Not Significant
34.16,-118.49,731,-0.4007781725201249,0.04,Cold Spot
33.77,-118.3,111,-0.40205194562791036,0.08,Not Significant
34.15,-118.48,126,-0.40332571873569584,0.09,Not Significant
34.28,-118.46,275,-0.4039201461859958,0.09,Not Significant
34.16,-118.62,250,-0.40430227811833136,0.08,Not Significant
34.29,-118.45,498,-0.40612801957282396,0.06,Not Significant
33.78,-118.31,83,-0.40663752881593823,0.13,Not Significant
34.14,-118.34,388,-0.40675429135081853,0.09,Not Significant
33.96,-118.45,543,-0.4068451066557255,0.06,Not Significant
34.25,-118.31,105,-0.4092530095972577,0.1,Not Significant
34.11,-118.37,197,-0.4094398296530663,0.07,Not Significant
34.32,-118.46,418,-0.41002364232746796,0.11,Not Significant
34.07,-118.46,265,-0.4100936998483961,0.09,Not Significant
34.3,-118.41,253,-0.4105815077718962,0.09,Not Significant
33.85,-118.29,221,-0.41119126767627134,0.11,Not Significant
34.28,-118.45,277,-0.4113080302111517,0.04,Cold Spot
34.16,-118.58,184,-0.4120864471103539,0.03,Cold Spot
34.28,-118.51,701,-0.4122421304901943,0.04,Cold Spot
34.1,-118.38,361,-0.41232704869738,0.06,Not Significant
34.24,-118.39,561,-0.41278702231963593,0.03,Cold Spot
33.95,-118.43,12,-0.41419524925546547,0.08,Not Significant
34.18,-118.64,199,-0.41461984029139404,0.06,Not Significant
33.88,-118.28,242,-0.4146441026363042,0.1,Not Significant
34.08,-118.44,75,-0.4149665896374023,0.05,Not Significant
33.76,-118.31,237,-0.41566716484668437,0.08,Not Significant
33.85,-118.3,575,-0.4178467321644507,0.05,Not Significant
34.13,-118.35,459,-0.4182713232003791,0.05,Not Significant
34.29,-118.44,4,-0.4196300145153503,0.1,Not Significant
34.28,-118.5,325,-0.41994845779229667,0.03,Cold Spot
34.01,-118.19,8,-0.42120949316900436,0.2,Not Significant
33.87,-118.3,84,-0.4215831332806214,0.08,Not Significant
34.33,-118.43,111,-0.42216694595502313,0.12,Not Significant
34.0,-118.36,171,-0.42238379066265797,0.11,Not Significant
